Title:,Trace 1
Model:,N9320B
Serial Number:,CN0323C271
73,166173913.043478,-2.918494797e+01
74,168065217.391304,-2.912166595e+01
75,169956521.739130,-2.906499481e+01
76,171847826.086957,-2.896122742e+01
77,173739130.434783,-2.892264938e+01
78,175630434.782609,-2.877675247e+01
79,177521739.130435,-2.860165787e+01
80,179413043.478261,-2.844756317e+01
81,181304347.826087,-2.807353592e+01
82,183195652.173913,-2.790804291e+01
83,185086956.521739,-2.762548828e+01
84,186978260.869565,-2.736314011e+01
85,188869565.217391,-2.710801697e+01
86,190760869.565217,-2.673344803e+01
87,192652173.913043,-2.646177292e+01
88,194543478.260870,-2.617996597e+01
89,196434782.608696,-2.587348557e+01
90,198326086.956522,-2.558027267e+01
91,200217391.304348,-2.528995895e+01
92,202108695.652174,-2.503723145e+01
93,204000000.000000,-2.482714844e+01
94,205891304.347826,-2.464403152e+01
95,207782608.695652,-2.453070068e+01
96,209673913.043478,-2.449996567e+01
97,211565217.391304,-2.454793549e+01
98,213456521.739130,-2.479249954e+01
99,215347826.086957,-2.510603714e+01
100,217239130.434783,-2.549771118e+01
101,219130434.782609,-2.594617081e+01
102,221021739.130435,-2.639547348e+01
103,222913043.478261,-2.669535446e+01
104,224804347.826087,-2.724372101e+01
105,226695652.173913,-2.767545700e+01
106,228586956.521739,-2.797541046e+01
107,230478260.869565,-2.828964996e+01
108,232369565.217391,-2.859714127e+01
109,234260869.565217,-2.875386810e+01
110,236152173.913043,-2.891078949e+01
111,238043478.260870,-2.904371262e+01
112,239934782.608696,-2.909680176e+01
113,241826086.956522,-2.921308517e+01
114,243717391.304348,-2.927450562e+01
115,245608695.652174,-2.934013367e+01
116,247500000.000000,-2.935132980e+01
117,249391304.347826,-2.948528290e+01
118,251282608.695652,-2.955742645e+01
119,253173913.043478,-2.963435364e+01
120,255065217.391304,-2.960868454e+01
121,256956521.739130,-2.958702087e+01
122,258847826.086957,-2.946583939e+01
123,260739130.434783,-2.938933182e+01
124,262630434.782609,-2.924853134e+01
125,264521739.130435,-2.910116959e+01
126,266413043.478261,-2.896518326e+01
127,268304347.826087,-2.877668762e+01
128,270195652.173913,-2.842024612e+01
129,272086956.521739,-2.816003418e+01
130,273978260.869565,-2.771890640e+01
131,275869565.217391,-2.732819366e+01
132,277760869.565217,-2.693385696e+01
133,279652173.913043,-2.658538437e+01
134,281543478.260870,-2.614498138e+01
135,283434782.608696,-2.595805359e+01
136,285326086.956522,-2.571356964e+01
137,287217391.304348,-2.545786285e+01
138,289108695.652174,-2.527042770e+01
139,291000000.000000,-2.533034134e+01
140,292891304.347826,-2.537194443e+01
141,294782608.695652,-2.558913422e+01
142,296673913.043478,-2.588405609e+01
143,298565217.391304,-2.620845032e+01
144,300456521.739130,-2.668596649e+01
145,302347826.086957,-2.717243195e+01
146,304239130.434783,-2.760257339e+01
147,306130434.782609,-2.804203033e+01
148,308021739.130435,-2.856074142e+01
149,309913043.478261,-2.886447525e+01
150,311804347.826087,-2.924718475e+01
151,313695652.173913,-2.946855545e+01
152,315586956.521739,-2.973262405e+01
153,317478260.869565,-3.005982208e+01
154,319369565.217391,-3.021546555e+01
155,321260869.565217,-3.048120117e+01
156,323152173.913043,-3.058133698e+01
157,325043478.260870,-3.077973557e+01
158,326934782.608696,-3.087434387e+01
159,328826086.956522,-3.094411087e+01
160,330717391.304348,-3.096821213e+01
161,332608695.652174,-3.091484451e+01
162,334500000.000000,-3.083189774e+01
163,336391304.347826,-3.070057297e+01
164,338282608.695652,-3.041871643e+01
165,340173913.043478,-3.011593246e+01
166,342065217.391304,-2.981707382e+01
167,343956521.739130,-2.935538101e+01
168,345847826.086957,-2.910018539e+01
169,347739130.434783,-2.874217224e+01
170,349630434.782609,-2.839674759e+01
171,351521739.130435,-2.801484680e+01
172,353413043.478261,-2.760151672e+01
173,355304347.826087,-2.733831406e+01
174,357195652.173913,-2.698874283e+01
175,359086956.521739,-2.686170578e+01
176,360978260.869565,-2.664501572e+01
177,362869565.217391,-2.661512756e+01
178,364760869.565217,-2.657370377e+01
179,366652173.913043,-2.665625381e+01
180,368543478.260870,-2.686963654e+01
181,370434782.608696,-2.717951202e+01
182,372326086.956522,-2.749454117e+01
183,374217391.304348,-2.792588043e+01
184,376108695.652174,-2.843680573e+01
185,378000000.000000,-2.905386734e+01
186,379891304.347826,-2.954034042e+01
187,381782608.695652,-3.004501343e+01
188,383673913.043478,-3.044511795e+01
189,385565217.391304,-3.075545883e+01
190,387456521.739130,-3.108739853e+01
191,389347826.086957,-3.128166962e+01
192,391239130.434783,-3.145566559e+01
193,393130434.782609,-3.145960617e+01
194,395021739.130435,-3.159657288e+01
195,396913043.478261,-3.158982086e+01
196,398804347.826087,-3.159948349e+01
197,400695652.173913,-3.153860855e+01
198,402586956.521739,-3.142581940e+01
199,404478260.869565,-3.141709137e+01
200,406369565.217391,-3.133294678e+01
201,408260869.565217,-3.117948532e+01
202,410152173.913043,-3.093040466e+01
203,412043478.260870,-3.083477402e+01
204,413934782.608696,-3.058768463e+01
205,415826086.956522,-3.040142822e+01
206,417717391.304348,-3.014415741e+01
207,419608695.652174,-2.992308807e+01
208,421500000.000000,-2.974570847e+01
209,423391304.347826,-2.943000031e+01
210,425282608.695652,-2.928292847e+01
211,427173913.043478,-2.910447693e+01
212,429065217.391304,-2.896878433e+01
213,430956521.739130,-2.891413879e+01
214,432847826.086957,-2.884819794e+01
215,434739130.434783,-2.876229095e+01
216,436630434.782609,-2.865227890e+01
217,438521739.130435,-2.868769455e+01
218,440413043.478261,-2.867057419e+01
219,442304347.826087,-2.880907059e+01
220,444195652.173913,-2.904887009e+01
221,446086956.521739,-2.933190536e+01
222,447978260.869565,-2.973908615e+01
223,449869565.217391,-3.019680405e+01
224,451760869.565217,-3.084332657e+01
225,453652173.913043,-3.141269302e+01
226,455543478.260870,-3.200289154e+01
227,457434782.608696,-3.255970764e+01
228,459326086.956522,-3.310203171e+01
229,461217391.304348,-3.335360718e+01
230,463108695.652174,-3.358266068e+01
231,465000000.000000,-3.374248505e+01
232,466891304.347826,-3.382390976e+01
233,468782608.695652,-3.371790314e+01
234,470673913.043478,-3.355855179e+01
235,472565217.391304,-3.339519882e+01
236,474456521.739130,-3.337480927e+01
237,476347826.086957,-3.338542938e+01
238,478239130.434783,-3.337211227e+01
239,480130434.782609,-3.352349472e+01
240,482021739.130435,-3.351063156e+01
241,483913043.478261,-3.363017273e+01
242,485804347.826087,-3.364192963e+01
243,487695652.173913,-3.369510269e+01
244,489586956.521739,-3.347405624e+01
245,491478260.869565,-3.348027802e+01
246,493369565.217391,-3.357449722e+01
247,495260869.565217,-3.356490326e+01
248,497152173.913043,-3.344884109e+01
249,499043478.260870,-3.314266586e+01
250,500934782.608696,-3.273099899e+01
251,502826086.956522,-3.234584427e+01
252,504717391.304348,-3.175700378e+01
253,506608695.652174,-3.126723099e+01
254,508500000.000000,-3.068486023e+01
255,510391304.347826,-3.028589630e+01
256,512282608.695652,-2.975195313e+01
257,514173913.043478,-2.941077042e+01
258,516065217.391304,-2.904912949e+01
259,517956521.739130,-2.879520798e+01
260,519847826.086957,-2.874808502e+01
261,521739130.434783,-2.881640244e+01
262,523630434.782609,-2.882712555e+01
263,525521739.130435,-2.906159592e+01
264,527413043.478261,-2.925254059e+01
265,529304347.826087,-2.953010178e+01
266,531195652.173913,-2.972635651e+01
267,533086956.521739,-2.999338150e+01
268,534978260.869565,-3.022689438e+01
269,536869565.217391,-3.036732864e+01
270,538760869.565217,-3.047282410e+01
271,540652173.913043,-3.061567688e+01
272,542543478.260870,-3.066040421e+01
273,544434782.608696,-3.062420654e+01
274,546326086.956522,-3.076787567e+01
275,548217391.304348,-3.068135452e+01
276,550108695.652174,-3.088510132e+01
277,552000000.000000,-3.089257431e+01
278,553891304.347826,-3.114901352e+01
279,555782608.695652,-3.134035873e+01
280,557673913.043478,-3.167969513e+01
281,559565217.391304,-3.197834015e+01
282,561456521.739130,-3.229080200e+01
283,563347826.086957,-3.254045486e+01
284,565239130.434783,-3.267581940e+01
285,567130434.782609,-3.277407837e+01
286,569021739.130435,-3.270056915e+01
287,570913043.478261,-3.259336472e+01
288,572804347.826087,-3.229244995e+01
289,574695652.173913,-3.208287430e+01
290,576586956.521739,-3.165900040e+01
291,578478260.869565,-3.142957687e+01
292,580369565.217391,-3.082394409e+01
293,582260869.565217,-3.033495331e+01
294,584152173.913043,-2.972879791e+01
295,586043478.260870,-2.900357056e+01
296,587934782.608696,-2.837981796e+01
297,589826086.956522,-2.765362930e+01
298,591717391.304348,-2.691896057e+01
299,593608695.652174,-2.622555923e+01
300,595500000.000000,-2.562371063e+01
301,597391304.347826,-2.505514526e+01
302,599282608.695652,-2.482329559e+01
303,601173913.043478,-2.467959976e+01
304,603065217.391304,-2.471655655e+01
305,604956521.739130,-2.487909698e+01
306,606847826.086957,-2.528849411e+01
307,608739130.434783,-2.587261963e+01
308,610630434.782609,-2.665270233e+01
309,612521739.130435,-2.750474930e+01
310,614413043.478261,-2.836695862e+01
311,616304347.826087,-2.933761978e+01
312,618195652.173913,-3.022066498e+01
313,620086956.521739,-3.087900925e+01
314,621978260.869565,-3.154733276e+01
315,623869565.217391,-3.183456039e+01
316,625760869.565217,-3.233327103e+01
317,627652173.913043,-3.267556763e+01
318,629543478.260870,-3.296976089e+01
319,631434782.608696,-3.318716812e+01
320,633326086.956522,-3.324190903e+01
321,635217391.304348,-3.324640656e+01
322,637108695.652174,-3.317049789e+01
323,639000000.000000,-3.314560699e+01
324,640891304.347826,-3.303401566e+01
325,642782608.695652,-3.292598343e+01
326,644673913.043478,-3.282557297e+01
327,646565217.391304,-3.259247971e+01
328,648456521.739130,-3.215680313e+01
329,650347826.086957,-3.158609390e+01
330,652239130.434783,-3.103129196e+01
331,654130434.782609,-3.039986038e+01
332,656021739.130435,-2.980047989e+01
333,657913043.478261,-2.915984726e+01
334,659804347.826087,-2.848951721e+01
335,661695652.173913,-2.777412796e+01
336,663586956.521739,-2.716119003e+01
337,665478260.869565,-2.647627258e+01
338,667369565.217391,-2.590726471e+01
339,669260869.565217,-2.534583664e+01
340,671152173.913043,-2.488472366e+01
341,673043478.260870,-2.436293030e+01
342,674934782.608696,-2.398575592e+01
343,676826086.956522,-2.353629684e+01
344,678717391.304348,-2.342765808e+01
345,680608695.652174,-2.341152954e+01
346,682500000.000000,-2.346174240e+01
347,684391304.347826,-2.356716156e+01
348,686282608.695652,-2.384225464e+01
349,688173913.043478,-2.431032944e+01
350,690065217.391304,-2.485601425e+01
351,691956521.739130,-2.545553970e+01
352,693847826.086957,-2.607206345e+01
353,695739130.434783,-2.687180328e+01
354,697630434.782609,-2.757401276e+01
355,699521739.130435,-2.806227875e+01
356,701413043.478261,-2.873691940e+01
357,703304347.826087,-2.917281342e+01
358,705195652.173913,-2.950674438e+01
359,707086956.521739,-2.969903946e+01
360,708978260.869565,-2.977255630e+01
361,710869565.217391,-2.993686676e+01
362,712760869.565217,-2.978321075e+01
363,714652173.913043,-2.980126572e+01
364,716543478.260870,-2.970781326e+01
365,718434782.608696,-2.970706177e+01
366,720326086.956522,-2.974188614e+01
367,722217391.304348,-2.963955688e+01
368,724108695.652174,-2.963452148e+01
369,726000000.000000,-2.942276382e+01
370,727891304.347826,-2.933749771e+01
371,729782608.695652,-2.909935379e+01
372,731673913.043478,-2.886030197e+01
373,733565217.391304,-2.867623901e+01
374,735456521.739130,-2.843211746e+01
375,737347826.086957,-2.823647308e+01
376,739239130.434783,-2.808074188e+01
377,741130434.782609,-2.792102051e+01
378,743021739.130435,-2.764340210e+01
379,744913043.478261,-2.755424881e+01
380,746804347.826087,-2.740928268e+01
381,748695652.173913,-2.718169785e+01
382,750586956.521739,-2.691217804e+01
383,752478260.869565,-2.665213776e+01
384,754369565.217391,-2.635508347e+01
385,756260869.565217,-2.611137772e+01
386,758152173.913043,-2.578313065e+01
387,760043478.260870,-2.559776688e+01
388,761934782.608696,-2.535113907e+01
389,763826086.956522,-2.523002625e+01
390,765717391.304348,-2.524554825e+01
391,767608695.652174,-2.528265381e+01
392,769500000.000000,-2.538349533e+01
393,771391304.347826,-2.562041092e+01
394,773282608.695652,-2.594588852e+01
395,775173913.043478,-2.631524658e+01
396,777065217.391304,-2.665916061e+01
397,778956521.739130,-2.707076263e+01
398,780847826.086957,-2.725115967e+01
399,782739130.434783,-2.753975677e+01
400,784630434.782609,-2.771514511e+01
401,786521739.130435,-2.780268097e+01
402,788413043.478261,-2.783106995e+01
403,790304347.826087,-2.788784027e+01
404,792195652.173913,-2.800843048e+01
405,794086956.521739,-2.797705078e+01
406,795978260.869565,-2.802290344e+01
407,797869565.217391,-2.822045135e+01
408,799760869.565217,-2.834011459e+01
409,801652173.913043,-2.837984085e+01
410,803543478.260870,-2.848221970e+01
411,805434782.608696,-2.854961777e+01
412,807326086.956522,-2.848010254e+01
413,809217391.304348,-2.846244812e+01
414,811108695.652174,-2.849851227e+01
415,813000000.000000,-2.844776154e+01
416,814891304.347826,-2.834850693e+01
417,816782608.695652,-2.827478027e+01
418,818673913.043478,-2.818078232e+01
419,820565217.391304,-2.814103699e+01
420,822456521.739130,-2.797248459e+01
421,824347826.086957,-2.797594070e+01
422,826239130.434783,-2.788039017e+01
423,828130434.782609,-2.774467468e+01
424,830021739.130435,-2.767661667e+01
425,831913043.478261,-2.763753510e+01
426,833804347.826087,-2.748284531e+01
427,835695652.173913,-2.736071777e+01
428,837586956.521739,-2.728567123e+01
429,839478260.869565,-2.711763763e+01
430,841369565.217391,-2.709556198e+01
431,843260869.565217,-2.709664536e+01
432,845152173.913043,-2.713267136e+01
433,847043478.260870,-2.712779999e+01
434,848934782.608696,-2.716883850e+01
435,850826086.956522,-2.711642075e+01
436,852717391.304348,-2.719426346e+01
437,854608695.652174,-2.726720047e+01
438,856500000.000000,-2.723217010e+01
439,858391304.347826,-2.737399292e+01
440,860282608.695652,-2.740722275e+01
441,862173913.043478,-2.750481415e+01
442,864065217.391304,-2.755926895e+01
443,865956521.739130,-2.760319901e+01
444,867847826.086957,-2.785157013e+01
445,869739130.434783,-2.795764160e+01
446,871630434.782609,-2.811878967e+01
447,873521739.130435,-2.809057617e+01
448,875413043.478261,-2.820242310e+01
449,877304347.826087,-2.821035385e+01
450,879195652.173913,-2.814624405e+01
451,881086956.521739,-2.815075684e+01
452,882978260.869565,-2.804843521e+01
453,884869565.217391,-2.802695847e+01
454,886760869.565217,-2.802311325e+01
455,888652173.913043,-2.792372131e+01
456,890543478.260870,-2.784020615e+01
457,892434782.608696,-2.777848434e+01
458,894326086.956522,-2.755528641e+01
459,896217391.304348,-2.738711548e+01
460,898108695.652174,-2.714798737e+01
461,900000000.000000,-2.700888824e+01
